,tweet,bert_predict,lstm_predict,bert_lstm_predict
645,vaksin astrazeneca kipi mulai menghilang gejalanya kecuali bengkak dilengan kiri bekas suntikan alias bobo ngadep kiri nyeri,-1,-1,-1
646,bingung vaksin mau sinovac langsung tunggu vaksin astrazeneca,-1,1,-1
647,udah vaksin vaksin sinovac astrazeneca terus gimana abis vaksin,-1,-1,-1
648,tiba tiba iri yang udah vaksin pake vaksin astrazeneca,-1,-1,-1
649,vaksin astrazeneca efeknya gmn gan,-1,-1,-1
650,adakah vaksin dosis astra zeneca dimajukan jadwal vaksin ibu dapat jadwal vaksin maju mingguan diinfokan sms nomor,-1,1,1
651,bener bener nyokap bokap gua udah daftar sinovac vaksin tanggal gua astrazeneca,1,-1,1
652,pemerintah australia menghentikan penggunaan vaksin astrazeneca bulan oktober bulan diperkirakan memiliki cukup persediaan vaksin guna memenuhi alokasi vaksinasi pada akhir tahun,1,1,1
653,vaksin astrazeneca bagus,1,1,1
654,terkini pendaftaran kedua untuk vaksin warga berumur tahun kebawah dibuka esok pukul ptg maklumat lanjut menyusul,1,1,1
655,covid varian baru vaksin varian baru hehe,1,1,1
656,dengar vaksin kedua bakal dikasi vaksin astrazeneca,-1,1,1
657,thn kmu angkatan yg waktu covid oh sy angkatan sinovac ituloh yg gejalanya ngantuk parah isinya obat tidur kali ya mending ngantuk gw dpt astrazeneca sakit badan trus demam sampe klinik krn gak kuat curcol mereka masi hidup,-1,-1,-1
658,vaksin astrazeneca ngeri sedap ye udah byk testinya,-1,-1,-1
659,scam kami tau kami salah terlepas pandang vaksin tu,-1,-1,-1
660,dapat vaksin astrazeneca vaksin astrazynakal jadilah,-1,1,1
661,vaksin astrazeneca badan gw panas suhu kyknua kmrnnya bs jd pusing nyeri batuk gw tkt gejala copit bkn krn gw vaksin,-1,-1,-1
662,dips yg tau vaksin astrazeneca semarang dimana gaa,-1,1,1
663,ngetest aja yang udah vaksin pakenya astrazeneca,-1,-1,-1
664,punten nanya adakah yang kantorperusahaannya memberikan pelayann untuk vaksin menggunakan astrazeneca,-1,1,-1
665,udah vaksin astrazeneca blm huhu takut banget yaallah,-1,-1,-1
666,disuru nyari vaksin astrazenaca dimanaa ya allah aing tau,-1,-1,-1
667,pas vaksin jarum udah dibuka baru nanya sinovac mba ini astrazeneca hng cus ternyata aman kalo comorbid gak kambuh krn punya asthma,1,1,1
668,kynya vaksin yg astrazeneca menyeramkan,-1,-1,-1
669,seru banget bacabacain testimoni abis vaksin astrazeneca bismillah ya guys semoga jadi sehat terus kedepannyaa,1,1,1
670,brasil menangguhkan vaksin astrazeneca untuk wanita hamil kementerian kesehatan brasil mengatakan penangguhan sebagai upaya pencegahan efek samping penggunaan vaksin astrazeneca,-1,1,-1
671,cerita dikit guys pagi jam gue disuntik vaksin astrazeneca tahap setelah vaksin sampe sorenya gue belom berasa apa sih sempet tidur sore emang kadang suka tidur hehe,-1,-1,1
672,udah vaksin astrazeneca gimana efek setelahnya yg disiapin rencananya hari mau vaksin,-1,-1,-1
673,kemarin habis vaksin daftar via aplikasi mysiloam vaksin jam menurut gue sistemnya lumayan tapi buka loket registrasi ulangnya rada telat sekitaran pdhl cek ulang aja,-1,-1,-1
674,nyari vaksin astrazeneca dimana yah yg tiketdotcom udah tinggal sinovac,-1,-1,1
675,vaksin astrazeneca kemarin jam pagi vaksin abis disuruh tunggu menit takut alergi abis menit efek nya perih bekas suntikan sore jam kedinginan karna hujan ruang ber ac jam demam malem jam demam tinggi batuk badan ngilu dada sakit,-1,-1,-1
676,abis vaksin astrazeneca belom ngerasa apa tau deh malemm,-1,-1,-1
677,update vaksin astrazeneca az sangat berbanding balik frizki versi hokinya gue versi apesnya,-1,-1,-1
678,efek samping vaksin astrazeneca mantep bgt sampe cuman tiduran gini astagfirullah,-1,-1,-1
679,vaksin astrazeneca mak cik vaksin astrazulaikha,1,-1,1
680,takut bgt jumat vaksin astrazeneca,-1,-1,-1
681,mui vaksin astra zeneca mengandung babi gw astrazeneca kurang ajar ini penyebab daging babi mahal,-1,-1,-1
682,abis vaksin astrazeneca untungnya gasampe demam kek temen temen berasa pegel banget dan ngantuk seharian,-1,1,1
683,inisiatif pelawaan vaksin astrazeneca pusingan kedua dibuka pendaftaran jam tengah hari ahad mei menawarkan juta dos vaksin khusus untuk golongan warga emas pemberian dos pertama vaksin dijalankan jun julai citf,-1,1,-1
684,vaksinasi menggunakan vaksin astrazeneca diutamakan para lansia pedagang pasar tradisional tokoh agama juga bagian pelayanan publik,-1,-1,1
685,aku liat org ngomongin vaksin astrazeneca mantul aku divaksin sinovac gimane,-1,-1,-1
686,emang gak pengganti protein babi ya vaksin astrazeneca,-1,-1,-1
687,yang menempah slot vaksinasi astrazeneca mei barubaru dan belum menerima janji temu akan menerimanya masa terdekat janji temu untuk astrazeneca pusingan kedua lagi diberikan,-1,1,1
688,dah astrazeneca ramai yang bertanya doktor lambat sgt nd dose kena tunggu bulan ok khusus untuk vaksin penerangannya,-1,1,-1
689,jam vaksin biasa aja jam lengan mulai kebas badan meriang beli sanmol bye bye fever eh ngga demam brati tunggu jam,-1,-1,-1
690,vaksin astrazeneca habis ditempah dalan masa jam minit untuk ribu orang penduduk selangor kl,-1,-1,-1
691,dips yg tau tempat vaksin astrazeneca semarang untuk dosis kedua dosis pertama jakarta,-1,1,-1
692,dpt vaksin sinovac astrazeneca,-1,-1,1
693,hari vaksin pertama st astrazeneca,1,1,1
694,tf tegal kirakira vaksin astrazeneca ngga ya terus dimana,-1,-1,-1
695,vaksin astrazeneca selamat digunakan selepas mengambil kira risiko pembekuan darah amat jarang berlaku vaksin akan digunakan untuk warga emas berumur tahun atas tiga asas menggunakan astrazeneca mengurangkan kemasukan ke hospital,-1,1,-1
696,sekian ikut euro inggris masuk final euro ini berkat suntikan vaksin astra zeneca buatan negeri membuat imun pemain inggris meningkat,1,-1,1
697,ribu dosis ribu vial vaksin astrazeneca diterima jatim,1,1,1
698,dapet vaksinnya sinnovac alhamdulillah keluhan mbakku dapet yg astrazeneca kemarin abis vaksin demam seharian tp abis sembuh sih demamnya sehari doang gmn gaes,-1,-1,-1
699,hi yang udah vaksin astrazeneca ngalamin bibir jadi kering banget ga sih,-1,-1,-1
700,beks vaksin bagus astrazeneca sinovac,1,1,1
701,itu enzim tripsin babi ramai dikaitkan vaksin astrazeneca penjelasan ahli,-1,-1,-1
702,indonesia udh amankan jt vaksin dr sinovac bulan vaksin covax astrazeneca dateng jg jt kalo ga salah bulan jg sinopharmg dateng jt vaksin mandiri semoga vaksinasi harian lebih cepat bisa mengurangi penyebaran,1,1,1
703,dah waktu suntikan dos untuk vaksin astrazeneca,-1,1,-1
704,usia usia udah yang mati abis vaksin astrazeneca,-1,-1,-1
705,iya iya ya jakarta udah mulai vaksin sinovac jd org yg blm vaksin cptan deh vaksin especially yg gamau vaksin astrazeneca tp maunya sinovac hmm mending bruan dehh,-1,-1,1
706,kmrn dapet vaksin sinovac terus baca artikel pfizer astrazeneca terbukti ampuh melawan varian delta covid sedihkecewa ya yang penting tetep pake masker cuci tangan berkerumun kalo dapet kesempatannya sinovac tetep ambil,1,1,1
707,masa kedaluwarsa vaksin corona buatan sinovac astrazeneca belakangan jadi perbincangan pandemi baru setahun vaksinnya sudah kedaluwarsa,-1,1,-1
708,semoga si ibu napi disuntik vaksin nya astrazenecabiar syok,-1,1,-1
709,jadi banyak orang nggak divaksin takut efek samping ya sayang ya jadi pengen cerita pengalaman gue vaksin kemaren dapet astrazeneca efek tiap orang beda yang gue alami aja,1,-1,1
710,individu terlibat percubaan suntikan vaksin astrazeneca tiga hari hanya mengalami simptom demam,-1,-1,-1
711,oi vaksin dah habis tau dah habis,-1,-1,1
712,binus nyediain vaksin tp astrazeneca jadi rada gimana ye,-1,-1,-1
713,mereka telah berdaftar untuk mendapat suntikan vaksin astrazeneca goodluck ucapkan,1,-1,1
714,baru tau bandung vaksin yg dipake sinovac astrazeneca kirain bandung kebagian sinovac aja,-1,1,-1
715,kemenkes memutuskan menghentikan distribusi penggunaan vaksin astrazeneca batch kumpulan produksi ctmav berjumlah ribu dosis untuk keperluan pengujian toksisitas sterilitas kini dilakukan bpom,-1,1,-1
716,huaa bingung disuruh vaksin tp pas cek ternyata vaksin astrazeneca masa interval vaksin ituu minggu jadwal donor darah udah akhir bulan atau awal juli vaksin astrazeneca donor darah jeda bulan pilihh manaa,-1,1,-1
717,sehari vaksin astrazenaca gak enak badan ky pilek pengen rebahan aja rasanya banyak kerjaan vaksin enakan weekend kali ya biar banyak istirahat,-1,-1,-1
718,di belgium tak vaksin astrazeneca orang tua hanya kepada orang dewasa umur tahun bawah tak berkesan hm,-1,-1,-1
719,sore teman mhn bantuannya yg tau jadwal tempat pemberian vaksin astrazeneca utk wilayah kota surabaya,1,1,1
720,dapat astrazeneca sinovac jadi berharap adakan dosis dgn jenis vaksin sinovac,1,-1,1
721,vaksin astrazeneca parah dah masa bekas suntikannya msh nyeri ditangan gue udh dr hr kamis loh,-1,-1,-1
722,alhamdulillah vaksin astrazeneca,1,-1,1
723,ini isytihar memerangi vaksin astrazeneca,-1,-1,-1
724,ga tau mungkin rajin berdoa sering ngelakuin positif kayanya bener meminimalisir chance kena covid sya test rapid swab kali lama nunggu hasil smpe hari nerima vaksin astrazeneca,-1,-1,-1
725,pendaftaran untuk tempahan vaksin astrazeneca covid dibuka pukul tengah hari telah habis ditempah khairy jamaluddin,1,-1,1
726,pagi abis vaksin astrazeneca pas siang demam trus minum paracetamol abis tidur sore pas bangun alhamdulillah mendingan eh pas malem demam minum paracetamol suhu badan balik normal alamat ga tidur deh,-1,-1,-1
727,kabar vaksin astrazeneca beritanya ngeri gini lanjut ta gak vaksin tahap ku iki,-1,-1,-1
728,buset kantor mbulet aja jadwal vaksin sinopharmnya kalo ndak jelas gak keluarkeluar jadwalnya ambil aja yg astrazeneca umum keburu ditungguin feni,-1,-1,-1
729,dapet vaksin astrazeneca semoga baik baik aja,1,1,1
730,astrazeneca bantah fatwa mui produk vaksin dipakai ksa uea lantas kajian mui dasarnya tuh kepok koq,-1,-1,-1
731,adakah penerima vaksin tergolong penerima skim pelindungan berlaku kesan pengambilan vaksin,-1,-1,-1
732,vaksinasi siloam tp pas dibaca detail nya pake astrazeneca,-1,-1,-1
733,jokowi indonesia menerima dosis vaksin sinovac astrazeneca sinopharm jumlah adalah bagian sekitar juta dosis vaksin covid telah amankan berbagai pendekatan bilateral multilateral,1,1,1
734,negara pendekkan gap astrazeneca minggu minggu baca vaksin az jauh gap tinggi efficacy ada study oxford jugak tunjukkan gap bulan beri kali ganda antibodi berbanding minggu gap,-1,-1,-1
735,pengalaman vaksin astrazeneca demam disertai menggigil badanbadan sakit bekas suntik nyeri gak nafsu makan,-1,-1,-1
736,dah harini dfta vaksin astrazeneca berebut rse dfta kt mysejahtera tu mcm xde fungsi langsung tah mende xleh pakai,-1,-1,-1
737,yg udah vaksin astrazeneca efek samping hilang penciuman normal ga,-1,-1,1
738,gue disuruh vaksin ama emak gue tp astrazeneca tkut,-1,-1,-1
739,rakyat rebut vaksin astrazeneca satu jer iaitu kerana,-1,-1,-1
740,nyeri suntik vaksin astrazeneca,-1,-1,-1
741,sejuta habis tempahan vaksin sejam kata pelik tak nampak sejuta update berjaya vaksin,-1,-1,-1
742,keknya pas divaksin kemarin dapet astrazeneca deh kalo diliat efek samping durasi jadwal vaksin kedua wkwk pas disuntik merem terus soalnya takut,-1,1,-1
743,jana nchi ya ghana wamepokea chanjo ya covid astrazeneca vaccine iliyo fanyiwa utafiti na chuo cha oxford nchini uingereza ghana wamepokea vaccine kwa awamu ya kwanza sisi tanzania bado wazir mwenye dhamana anazunguka kuzindua mitambo ya kujifukiza,1,-1,-1
744,dear interval vaksinasi astrazeneca minggu orang tua hanya minggu,-1,-1,-1
745,terharu dapat daftarkan mak vaksin,1,1,1
746,baca twit orang yg habis vaksin astrazeneca lucu lucu perbandingannya super detil jelasinnya huhu terimakasih warga indonesia bagian twitter,1,1,1
747,temen temen gue cerita vaksin astrazeneca demam menggigil gt gt gue gaada apa ya puyeng doang tp sakitnya ga yg sampe gue minum obat,-1,-1,-1
748,kalo cina divaksin sinovac terus eropa astrazeneca kalo kamerun vaksin cat duco gitu,-1,-1,-1
749,masa efek vaksin astrazeneca ketempelan anjir,-1,-1,-1
750,tempahan vaksin astrazeneca ditutup,-1,-1,-1
751,makluman hebahan tempahan vaksin astrazeneca untuk berusia tahun bawah dibuka mei jam tengah hari khairy jamaludin sekian terima kasih duta berbayar vaksin astrazeneca,1,1,1
752,ketersediaan vaksin astrazeneca menurut bu khofifah memperluas cakupan vaksinasi termasuk para pengurus masjid,1,-1,1
753,efikasi terbaik vaksin covid astrazeneca didapat interval penyuntikan minggu vaksin pertama kedua,1,1,1
754,omg daftar vaksin skrng bgt vaksin astrazeneca ga dlu deh,-1,-1,1
755,temankan isteri dapatkan dos pertama vaksin covid dapat pfizer dapat astrazeneca semoga dipermudahkan urusan,1,1,1
756,laporan efek samping vaksinasi astrazeneca ini benarbenar terjadi britons lho mules buang angin sering alias ngentutan tumbuh gigi orang dewasa gigi tanggal alias protol mata sering berkedipkedip alias kedutan turun berat badan,-1,-1,-1
757,orang rebut bts meal rebut vaksin,-1,-1,-1
758,hmm kayaknya laki aye dapet vaksin astrazeneca nih aye dapetnya sinovac yhaa ga liburan bareng yurop donk dikaplok,1,1,1
759,gimana nasibku udah vaksin astrazeneca tahap,-1,-1,-1
760,alhamdulillah selesai cucuk vaksin astrazeneca dos pertama hari,1,1,1
761,alhamdulillah udah vaksin astrazeneca mari lihat perkembangan vaksin,1,-1,1
762,vaksin astrazeneca kemarin,-1,1,1
763,demam lepas jam cucuk vaksin,-1,-1,-1
764,reaksi vaksin astrazeneca td pagi tangan kiri pegeel digerakin mild headache banyaakk yg bikin mood naik hari jadi ga keinget sakitnya,-1,-1,-1
765,pemerintah menjamin keamanan vaksin astrazeneca mui jg membolehkan penggunaannya,1,-1,1
766,pengen vaksin astrazeneca dah tp jabar sinovac sialan,-1,-1,-1
767,ramai yang kecewa dapat daftar vaksin astrazeneca,-1,-1,-1
768,alhamdulillah sih gue vaksin astrazeneca kaga napa napa pas vaksin pegel aja tangan kiri sampe gabisa narik rem motor sampe harian gaada deman ngantuk laper apose apose pas vaksin dosis ii lebih mantap lagigue ngerasa gatel bagian jarum masuk aja,-1,1,-1
769,mui ahli babi ahli vaksin mui bisa menjelaskan publik mana asalnya keputusan vaksin astrazeneca mengandung babi soal kredibilitas mui,-1,-1,-1
770,vaksin astrazeneca mantap baru sehat demam,1,1,1
771,yang udah vaksin yg vaksin astrazeneca gaa,-1,1,-1
772,keluhan terpancar socmed rakanrakan pasal pendaftaran vaksin hari sabar untuk menjadi super saiya memerlukan masa lama teruskan latihan semua,-1,1,-1
773,candor astrazeneca erudite sinopharm dauntle sinovac amity moderna abnegation novavax pilih vaksin mana ya,1,-1,-1
774,apapun yg terjadi gue gak di vaksin astrazeneca,-1,-1,-1
775,jam vaksin astrazeneca langsung deman linglung semoga cuman hari,-1,1,-1
776,dapet jadwal vaksin besok astrazeneca degdegan,1,-1,1
777,aneh maunya seh dikasih vaksinasi sinovak cina ketenye harramm dikasih vaksin astrazeneca ketenye pake enzyim babi,-1,-1,-1
778,dengan mengumumkan bahawa sedia untuk mengambil vaksin astrazeneca sebaik sahaja sistem tempahan dibuka saya faham risiko kewujudan kesan sampingan pada kadar saya menilaikan risiko untuk dijangkiti covid memudaratkan,-1,1,-1
779,efek vaksin astrazeneca gue rasain pegel sebadanbadan tangan demam lumayan tinggi pusing lemes napas berasa jadi pendekagak sesak hari efeknya mulai perlahan ilang,-1,-1,-1
780,sial banget antri vaksin jam zonk ga dpt astrazeneca,-1,-1,-1
781,vaksin astrazeneca ming khusus dinggo kuat po ya,1,1,1
782,adik ku umur thn habis vaksin astrazeneca malam hari demam aman,1,1,1
783,vaksin astrazeneca vaksin ulangnya km,-1,-1,-1
784,diskusi kawan cukup menyenangkan bisa sharing hari pembahasan vaksinasi memang tengah sosialisasikan ada vaksin akan digunakan indonesia salah satunya vaksin astrazeneca tiba lama,1,1,1
785,vaksin astrazeneca katanya diberhentiin emang si ngerasa bgt efeknya kenceng bgt buset gue sampe gabisa ngapa ngapain kalo diberhentiin gara orang meninggal pasca vaksin kayanya engga dehh ga jadi komen wkwk,-1,-1,-1
786,tanya beneran vaksin astrazeneca boleh ya untuk tahun kebawah,-1,-1,1
787,jadi vaksin berbayar sinopharm gratis sinovac astrazeneca,1,1,1
788,efek vaksin astrazeneca ampe jantung berdebar normal ga si,-1,-1,-1
789,aneh maunya seh pipis onta halall disruput dikasih vaksinasi sinovak cina ketenye harramm dikasih vaksin astrazeneca ketenye pake enzyim babi,-1,-1,-1
790,serious question sesiapa dalam senarai menunggu fasa pertama vaksin astrazeneca dah tarikhconfirmation untuk vaksin,-1,1,-1
791,udah vaksin ada efek sampingnya gak gue kebetulan sabtu besok vaksin pertama btw gue vaksin sinovac dom gue yg vaksin astrazeneca lansia,-1,-1,-1
792,efek samping vaksin astrazeneca meningkatnya kepercayaan nggo ngantemi jerinx,-1,-1,-1
793,artinya pemerintah ngasih php ujungnya vaksin astrazeneca diberhentikan edarannya jujur tadi habis divaksin vaksin dan malemnya ngerasain panas dingin itu membuktikan kalangan sebagian pemerintah perlu melakukan pengawasan yg jelih,-1,-1,-1
794,diketahui bhw ratusan ribu vaksin astrazeneca tu didistribusikan,-1,1,-1
795,terlalu isu sensitif double standard terdapat isu pro vaksin memilih vaksin anti vaksin jadinyajaga sendiri jelah okay,-1,-1,-1
796,hari sudah dikasih kabar bakal vaksin covid malam kurang tidur khawatir ga bs vaksin takut tekanan darah ga normal pujituhan divaksin astrazeneca juni vaksin kedua sept semoga sehat,1,1,1
797,tak kat orang pilih astrazeneca vaksin tu cepat diambil dia pilih astrazeneca berasal oxford tanah suci bola sepak,1,-1,1
798,gue dah siap bgt ngadepin pasien pasien nanyain vaksin astrazeneca mbak haram ya mbak pake vaksin mana ya mbak saya gak pake vaksin itu,-1,-1,-1
799,awalnya ragu takut jenis vaksin astrazeneca dipikir matang nunggu jatah kantor kelamaan ikut jatah vaksin kebaikan hati client wkwkwkw kantor pake sinovac,-1,-1,1
800,yg ga percaya covid mending dikumpulin suruh ikut battle royale trus zonanya orang bawa astrazenecasinovac gausah yg menang,-1,-1,-1
801,antri vaksin kata petugasnya hari pake sinovac astrazeneca stoknya udah abis kemaren,-1,-1,1
802,liat efek vaksin mulai sinovac astrazeneca pfizer tuh sama sih kayaknya astrazeneca mayan kenceng pulang vaksin dikasih sanmol akhir aja awal dapet deh,1,-1,1
